Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsWithCurrManager,Attrition,YearsSinceLastPromotionMEAN
42.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,4.0,Female,2.0,2.0,Manufacturing Director,4.0,Married,6062.0,9.0,Yes,13.0,4.0,1.0,8.0,4.0,3.0,4.0,2.0,1.0,3.0
42.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,4.0,Female,2.0,2.0,Manufacturing Director,4.0,Married,6062.0,9.0,Yes,13.0,4.0,1.0,8.0,4.0,3.0,4.0,2.0,0.0,3.0
49.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,3.0,Male,3.0,4.0,Manager,3.0,Single,15379.0,4.0,No,14.0,1.0,0.0,23.0,2.0,3.0,8.0,0.0,1.0,0.0
49.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,3.0,Male,3.0,4.0,Manager,3.0,Single,15379.0,4.0,No,14.0,1.0,0.0,23.0,2.0,3.0,8.0,0.0,1.0,0.0
44.0,Travel_Rarely,Human Resources,1.0,2.0,Medical,2.0,Male,2.0,3.0,Human Resources,1.0,Married,10482.0,9.0,No,14.0,4.0,1.0,24.0,1.0,3.0,20.0,6.0,1.0,4.5
44.0,Travel_Rarely,Human Resources,1.0,2.0,Medical,2.0,Male,2.0,3.0,Human Resources,1.0,Married,10482.0,9.0,No,14.0,4.0,1.0,24.0,1.0,3.0,20.0,6.0,1.0,4.5
22.0,Travel_Rarely,Research & Development,11.0,3.0,Medical,1.0,Female,3.0,1.0,Research Scientist,2.0,Married,2244.0,1.0,No,13.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0
22.0,Travel_Rarely,Research & Development,11.0,3.0,Medical,1.0,Female,3.0,1.0,Research Scientist,2.0,Married,2244.0,1.0,No,13.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0
22.0,Travel_Rarely,Research & Development,11.0,3.0,Medical,1.0,Female,3.0,1.0,Research Scientist,2.0,Married,2244.0,1.0,No,13.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0
36.0,Travel_Frequently,Research & Development,23.0,2.0,Medical,3.0,Male,4.0,2.0,Laboratory Technician,4.0,Married,2571.0,4.0,No,17.0,3.0,1.0,17.0,3.0,3.0,5.0,3.0,0.0,1.0
36.0,Travel_Frequently,Research & Development,23.0,2.0,Medical,3.0,Male,4.0,2.0,Laboratory Technician,4.0,Married,2571.0,4.0,No,17.0,3.0,1.0,17.0,3.0,3.0,5.0,3.0,1.0,1.0
36.0,Travel_Frequently,Research & Development,23.0,2.0,Medical,3.0,Male,4.0,2.0,Laboratory Technician,4.0,Married,2571.0,4.0,No,17.0,3.0,1.0,17.0,3.0,3.0,5.0,3.0,1.0,1.0
45.0,Travel_Rarely,Research & Development,20.0,2.0,Medical,3.0,Male,3.0,4.0,Healthcare Representative,4.0,Married,13496.0,0.0,Yes,14.0,2.0,0.0,21.0,2.0,3.0,20.0,10.0,0.0,4.0
45.0,Travel_Rarely,Research & Development,20.0,2.0,Medical,3.0,Male,3.0,4.0,Healthcare Representative,4.0,Married,13496.0,0.0,Yes,14.0,2.0,0.0,21.0,2.0,3.0,20.0,10.0,1.0,4.0
45.0,Travel_Rarely,Research & Development,20.0,2.0,Medical,3.0,Male,3.0,4.0,Healthcare Representative,4.0,Married,13496.0,0.0,Yes,14.0,2.0,0.0,21.0,2.0,3.0,20.0,10.0,1.0,4.0
46.0,Travel_Rarely,Human Resources,5.0,2.0,Medical,2.0,Male,3.0,2.0,Human Resources,2.0,Divorced,5021.0,8.0,Yes,22.0,4.0,1.0,16.0,2.0,3.0,4.0,2.0,0.0,0.0
46.0,Travel_Rarely,Human Resources,5.0,2.0,Medical,2.0,Male,3.0,2.0,Human Resources,2.0,Divorced,5021.0,8.0,Yes,22.0,4.0,1.0,16.0,2.0,3.0,4.0,2.0,0.0,0.0
33.0,Travel_Rarely,Sales,16.0,3.0,Marketing,1.0,Female,3.0,2.0,Sales Executive,1.0,Single,5324.0,5.0,No,15.0,3.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,1.0
33.0,Travel_Rarely,Sales,16.0,3.0,Marketing,1.0,Female,3.0,2.0,Sales Executive,1.0,Single,5324.0,5.0,No,15.0,3.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,1.0
33.0,Travel_Rarely,Sales,16.0,3.0,Marketing,1.0,Female,3.0,2.0,Sales Executive,1.0,Single,5324.0,5.0,No,15.0,3.0,0.0,6.0,3.0,3.0,3.0,2.0,1.0,1.0
37.0,Travel_Frequently,Sales,21.0,2.0,Medical,3.0,Female,3.0,1.0,Sales Representative,4.0,Married,2973.0,5.0,No,15.0,2.0,1.0,10.0,3.0,3.0,5.0,0.0,1.0,2.0
37.0,Travel_Frequently,Sales,21.0,2.0,Medical,3.0,Female,3.0,1.0,Sales Representative,4.0,Married,2973.0,5.0,No,15.0,2.0,1.0,10.0,3.0,3.0,5.0,0.0,0.0,2.0
37.0,Travel_Frequently,Sales,21.0,2.0,Medical,3.0,Female,3.0,1.0,Sales Representative,4.0,Married,2973.0,5.0,No,15.0,2.0,1.0,10.0,3.0,3.0,5.0,0.0,0.0,2.0
34.0,Travel_Frequently,Research & Development,10.0,4.0,Life Sciences,3.0,Male,4.0,2.0,Manufacturing Director,4.0,Divorced,4724.0,1.0,No,13.0,1.0,1.0,9.0,3.0,3.0,9.0,2.0,1.0,7.0
34.0,Travel_Frequently,Research & Development,10.0,4.0,Life Sciences,3.0,Male,4.0,2.0,Manufacturing Director,4.0,Divorced,4724.0,1.0,No,13.0,1.0,1.0,9.0,3.0,3.0,9.0,2.0,0.0,7.0
34.0,Travel_Frequently,Research & Development,10.0,4.0,Life Sciences,3.0,Male,4.0,2.0,Manufacturing Director,4.0,Divorced,4724.0,1.0,No,13.0,1.0,1.0,9.0,3.0,3.0,9.0,2.0,0.0,7.0
35.0,Travel_Rarely,Sales,10.0,3.0,Medical,4.0,Male,2.0,3.0,Sales Executive,1.0,Married,10306.0,9.0,No,17.0,3.0,0.0,15.0,3.0,3.0,13.0,0.0,1.0,6.0
35.0,Travel_Rarely,Sales,10.0,3.0,Medical,4.0,Male,2.0,3.0,Sales Executive,1.0,Married,10306.0,9.0,No,17.0,3.0,0.0,15.0,3.0,3.0,13.0,0.0,0.0,6.0
30.0,Travel_Rarely,Research & Development,7.0,4.0,Life Sciences,3.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,3491.0,1.0,No,13.0,1.0,3.0,10.0,4.0,2.0,10.0,9.0,1.0,7.5
30.0,Travel_Rarely,Research & Development,7.0,4.0,Life Sciences,3.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,3491.0,1.0,No,13.0,1.0,3.0,10.0,4.0,2.0,10.0,9.0,1.0,7.5
42.0,Travel_Rarely,Research & Development,18.0,4.0,Life Sciences,4.0,Male,3.0,2.0,Research Scientist,1.0,Divorced,5410.0,6.0,Yes,17.0,3.0,1.0,9.0,3.0,2.0,4.0,2.0,1.0,2.0
40.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,3.0,Female,3.0,5.0,Manager,3.0,Married,18041.0,0.0,No,14.0,4.0,0.0,21.0,2.0,3.0,20.0,12.0,1.0,8.0
40.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,3.0,Female,3.0,5.0,Manager,3.0,Married,18041.0,0.0,No,14.0,4.0,0.0,21.0,2.0,3.0,20.0,12.0,1.0,8.0
40.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,3.0,Female,3.0,5.0,Manager,3.0,Married,18041.0,0.0,No,14.0,4.0,0.0,21.0,2.0,3.0,20.0,12.0,1.0,8.0
30.0,Travel_Rarely,Research & Development,6.0,3.0,Technical Degree,1.0,Female,2.0,2.0,Laboratory Technician,4.0,Married,4627.0,0.0,No,12.0,1.0,1.0,10.0,6.0,3.0,9.0,7.0,1.0,4.0
30.0,Travel_Rarely,Research & Development,6.0,3.0,Technical Degree,1.0,Female,2.0,2.0,Laboratory Technician,4.0,Married,4627.0,0.0,No,12.0,1.0,1.0,10.0,6.0,3.0,9.0,7.0,0.0,4.0
27.0,Travel_Rarely,Research & Development,11.0,1.0,Life Sciences,2.0,Male,3.0,1.0,Laboratory Technician,1.0,Married,2099.0,0.0,No,14.0,2.0,0.0,6.0,3.0,4.0,5.0,4.0,0.0,0.0
27.0,Travel_Rarely,Research & Development,11.0,1.0,Life Sciences,2.0,Male,3.0,1.0,Laboratory Technician,1.0,Married,2099.0,0.0,No,14.0,2.0,0.0,6.0,3.0,4.0,5.0,4.0,1.0,0.0
27.0,Travel_Rarely,Research & Development,11.0,1.0,Life Sciences,2.0,Male,3.0,1.0,Laboratory Technician,1.0,Married,2099.0,0.0,No,14.0,2.0,0.0,6.0,3.0,4.0,5.0,4.0,0.0,0.0
30.0,Travel_Rarely,Human Resources,9.0,3.0,Human Resources,3.0,Male,3.0,2.0,Human Resources,4.0,Married,6347.0,0.0,Yes,19.0,4.0,0.0,12.0,2.0,1.0,11.0,7.0,0.0,6.5
30.0,Travel_Rarely,Human Resources,9.0,3.0,Human Resources,3.0,Male,3.0,2.0,Human Resources,4.0,Married,6347.0,0.0,Yes,19.0,4.0,0.0,12.0,2.0,1.0,11.0,7.0,1.0,6.5
34.0,Travel_Rarely,Sales,9.0,1.0,Life Sciences,2.0,Female,3.0,2.0,Sales Executive,3.0,Married,5714.0,1.0,No,20.0,1.0,0.0,6.0,3.0,2.0,6.0,3.0,1.0,3.0
43.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,3.0,Female,3.0,3.0,Healthcare Representative,1.0,Married,9985.0,8.0,No,16.0,1.0,1.0,10.0,1.0,2.0,1.0,0.0,1.0,0.0
43.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,3.0,Female,3.0,3.0,Healthcare Representative,1.0,Married,9985.0,8.0,No,16.0,1.0,1.0,10.0,1.0,2.0,1.0,0.0,1.0,0.0
43.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,3.0,Female,3.0,3.0,Healthcare Representative,1.0,Married,9985.0,8.0,No,16.0,1.0,1.0,10.0,1.0,2.0,1.0,0.0,1.0,0.0
54.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,3.0,Female,2.0,3.0,Sales Executive,3.0,Married,10686.0,6.0,No,11.0,2.0,1.0,13.0,4.0,3.0,9.0,0.0,1.0,4.0
40.0,Travel_Rarely,Research & Development,10.0,4.0,Life Sciences,4.0,Female,4.0,1.0,Laboratory Technician,3.0,Married,2213.0,3.0,Yes,13.0,3.0,1.0,10.0,3.0,3.0,7.0,7.0,1.0,1.0
40.0,Travel_Rarely,Research & Development,10.0,4.0,Life Sciences,4.0,Female,4.0,1.0,Laboratory Technician,3.0,Married,2213.0,3.0,Yes,13.0,3.0,1.0,10.0,3.0,3.0,7.0,7.0,1.0,1.0
40.0,Travel_Rarely,Research & Development,10.0,4.0,Life Sciences,4.0,Female,4.0,1.0,Laboratory Technician,3.0,Married,2213.0,3.0,Yes,13.0,3.0,1.0,10.0,3.0,3.0,7.0,7.0,1.0,1.0
29.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,Male,3.0,2.0,Healthcare Representative,1.0,Married,5373.0,0.0,No,12.0,1.0,1.0,6.0,5.0,2.0,5.0,2.0,1.0,1.5
29.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,1.0,Male,3.0,2.0,Healthcare Representative,1.0,Married,5373.0,0.0,No,12.0,1.0,1.0,6.0,5.0,2.0,5.0,2.0,1.0,1.5
55.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,4.0,Male,3.0,5.0,Manager,1.0,Single,19045.0,0.0,Yes,14.0,3.0,0.0,37.0,2.0,3.0,36.0,13.0,1.0,7.0
55.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,4.0,Male,3.0,5.0,Manager,1.0,Single,19045.0,0.0,Yes,14.0,3.0,0.0,37.0,2.0,3.0,36.0,13.0,1.0,7.0
34.0,Travel_Rarely,Research & Development,1.0,5.0,Life Sciences,2.0,Male,3.0,1.0,Research Scientist,4.0,Married,2691.0,1.0,No,12.0,4.0,1.0,10.0,4.0,2.0,10.0,8.0,1.0,9.0
34.0,Travel_Rarely,Research & Development,1.0,5.0,Life Sciences,2.0,Male,3.0,1.0,Research Scientist,4.0,Married,2691.0,1.0,No,12.0,4.0,1.0,10.0,4.0,2.0,10.0,8.0,1.0,9.0
37.0,Travel_Rarely,Research & Development,5.0,2.0,Medical,4.0,Male,3.0,2.0,Manufacturing Director,4.0,Divorced,6347.0,7.0,No,16.0,3.0,2.0,8.0,2.0,2.0,6.0,4.0,0.0,2.0
37.0,Travel_Rarely,Research & Development,5.0,2.0,Medical,4.0,Male,3.0,2.0,Manufacturing Director,4.0,Divorced,6347.0,7.0,No,16.0,3.0,2.0,8.0,2.0,2.0,6.0,4.0,1.0,2.0
37.0,Non-Travel,Research & Development,2.0,2.0,Life Sciences,3.0,Male,2.0,2.0,Healthcare Representative,4.0,Divorced,5163.0,5.0,No,14.0,4.0,1.0,17.0,2.0,4.0,1.0,0.0,0.0,0.0
37.0,Non-Travel,Research & Development,2.0,2.0,Life Sciences,3.0,Male,2.0,2.0,Healthcare Representative,4.0,Divorced,5163.0,5.0,No,14.0,4.0,1.0,17.0,2.0,4.0,1.0,0.0,1.0,0.0
45.0,Travel_Rarely,Research & Development,2.0,2.0,Other,4.0,Female,2.0,2.0,Manufacturing Director,4.0,Divorced,5770.0,1.0,No,19.0,1.0,2.0,10.0,3.0,3.0,10.0,9.0,0.0,3.0
45.0,Travel_Rarely,Research & Development,2.0,2.0,Other,4.0,Female,2.0,2.0,Manufacturing Director,4.0,Divorced,5770.0,1.0,No,19.0,1.0,2.0,10.0,3.0,3.0,10.0,9.0,1.0,3.0
45.0,Travel_Rarely,Research & Development,2.0,2.0,Other,4.0,Female,2.0,2.0,Manufacturing Director,4.0,Divorced,5770.0,1.0,No,19.0,1.0,2.0,10.0,3.0,3.0,10.0,9.0,1.0,3.0
28.0,Travel_Rarely,Sales,10.0,1.0,Medical,4.0,Male,3.0,1.0,Sales Representative,2.0,Married,1052.0,1.0,No,22.0,2.0,0.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0
36.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,3.0,Male,3.0,1.0,Sales Representative,4.0,Single,2644.0,3.0,Yes,21.0,4.0,0.0,7.0,3.0,2.0,3.0,2.0,0.0,1.0
36.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,3.0,Male,3.0,1.0,Sales Representative,4.0,Single,2644.0,3.0,Yes,21.0,4.0,0.0,7.0,3.0,2.0,3.0,2.0,1.0,1.0
30.0,Travel_Rarely,Research & Development,18.0,3.0,Life Sciences,1.0,Female,3.0,1.0,Research Scientist,3.0,Single,2632.0,1.0,No,14.0,3.0,0.0,5.0,4.0,2.0,5.0,4.0,1.0,4.0
30.0,Travel_Rarely,Research & Development,18.0,3.0,Life Sciences,1.0,Female,3.0,1.0,Research Scientist,3.0,Single,2632.0,1.0,No,14.0,3.0,0.0,5.0,4.0,2.0,5.0,4.0,1.0,4.0
30.0,Travel_Rarely,Research & Development,18.0,3.0,Life Sciences,1.0,Female,3.0,1.0,Research Scientist,3.0,Single,2632.0,1.0,No,14.0,3.0,0.0,5.0,4.0,2.0,5.0,4.0,1.0,4.0
31.0,Travel_Rarely,Research & Development,12.0,1.0,Medical,3.0,Female,3.0,1.0,Research Scientist,4.0,Married,3929.0,8.0,Yes,23.0,3.0,1.0,7.0,0.0,3.0,4.0,2.0,1.0,1.0
27.0,Travel_Rarely,Research & Development,8.0,3.0,Medical,2.0,Female,4.0,1.0,Research Scientist,3.0,Married,3517.0,7.0,No,17.0,1.0,0.0,5.0,0.0,3.0,3.0,2.0,1.0,1.0
27.0,Travel_Rarely,Research & Development,8.0,3.0,Medical,2.0,Female,4.0,1.0,Research Scientist,3.0,Married,3517.0,7.0,No,17.0,1.0,0.0,5.0,0.0,3.0,3.0,2.0,1.0,1.0
27.0,Travel_Rarely,Research & Development,8.0,3.0,Medical,2.0,Female,4.0,1.0,Research Scientist,3.0,Married,3517.0,7.0,No,17.0,1.0,0.0,5.0,0.0,3.0,3.0,2.0,1.0,1.0
32.0,Non-Travel,Research & Development,15.0,4.0,Medical,3.0,Female,3.0,2.0,Healthcare Representative,4.0,Divorced,6667.0,5.0,No,18.0,2.0,1.0,9.0,6.0,3.0,5.0,2.0,1.0,1.0
32.0,Non-Travel,Research & Development,15.0,4.0,Medical,3.0,Female,3.0,2.0,Healthcare Representative,4.0,Divorced,6667.0,5.0,No,18.0,2.0,1.0,9.0,6.0,3.0,5.0,2.0,1.0,1.0
32.0,Non-Travel,Research & Development,15.0,4.0,Medical,3.0,Female,3.0,2.0,Healthcare Representative,4.0,Divorced,6667.0,5.0,No,18.0,2.0,1.0,9.0,6.0,3.0,5.0,2.0,1.0,1.0
38.0,Travel_Rarely,Sales,1.0,3.0,Life Sciences,1.0,Male,2.0,1.0,Sales Representative,1.0,Single,2858.0,4.0,No,14.0,1.0,0.0,20.0,3.0,2.0,1.0,0.0,0.0,0.0
38.0,Travel_Rarely,Sales,1.0,3.0,Life Sciences,1.0,Male,2.0,1.0,Sales Representative,1.0,Single,2858.0,4.0,No,14.0,1.0,0.0,20.0,3.0,2.0,1.0,0.0,1.0,0.0
38.0,Travel_Rarely,Sales,1.0,3.0,Life Sciences,1.0,Male,2.0,1.0,Sales Representative,1.0,Single,2858.0,4.0,No,14.0,1.0,0.0,20.0,3.0,2.0,1.0,0.0,0.0,0.0
28.0,Travel_Rarely,Sales,3.0,3.0,Medical,2.0,Female,3.0,1.0,Sales Representative,2.0,Married,2856.0,1.0,No,19.0,4.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0
28.0,Travel_Rarely,Sales,3.0,3.0,Medical,2.0,Female,3.0,1.0,Sales Representative,2.0,Married,2856.0,1.0,No,19.0,4.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0
28.0,Travel_Rarely,Sales,3.0,3.0,Medical,2.0,Female,3.0,1.0,Sales Representative,2.0,Married,2856.0,1.0,No,19.0,4.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0
24.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,2.0,Male,2.0,2.0,Healthcare Representative,3.0,Single,4617.0,1.0,No,12.0,2.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0
26.0,Travel_Rarely,Sales,5.0,3.0,Other,4.0,Female,2.0,1.0,Sales Representative,3.0,Single,2966.0,0.0,No,18.0,4.0,0.0,5.0,2.0,3.0,4.0,0.0,1.0,1.0
37.0,Travel_Rarely,Research & Development,11.0,2.0,Medical,1.0,Female,1.0,2.0,Healthcare Representative,2.0,Married,4777.0,5.0,No,15.0,1.0,0.0,15.0,2.0,1.0,1.0,0.0,1.0,0.0
36.0,Travel_Rarely,Research & Development,14.0,1.0,Life Sciences,3.0,Male,3.0,2.0,Healthcare Representative,4.0,Married,6586.0,0.0,Yes,17.0,1.0,1.0,17.0,2.0,2.0,16.0,11.0,1.0,6.0
36.0,Travel_Rarely,Research & Development,14.0,1.0,Life Sciences,3.0,Male,3.0,2.0,Healthcare Representative,4.0,Married,6586.0,0.0,Yes,17.0,1.0,1.0,17.0,2.0,2.0,16.0,11.0,1.0,6.0
35.0,Non-Travel,Sales,8.0,2.0,Marketing,3.0,Female,2.0,3.0,Sales Executive,4.0,Married,10377.0,4.0,Yes,11.0,2.0,1.0,16.0,6.0,2.0,13.0,12.0,0.0,3.0
35.0,Non-Travel,Sales,8.0,2.0,Marketing,3.0,Female,2.0,3.0,Sales Executive,4.0,Married,10377.0,4.0,Yes,11.0,2.0,1.0,16.0,6.0,2.0,13.0,12.0,1.0,3.0
35.0,Non-Travel,Sales,8.0,2.0,Marketing,3.0,Female,2.0,3.0,Sales Executive,4.0,Married,10377.0,4.0,Yes,11.0,2.0,1.0,16.0,6.0,2.0,13.0,12.0,1.0,3.0
56.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,1.0,Female,3.0,1.0,Research Scientist,1.0,Married,2066.0,2.0,No,22.0,4.0,1.0,5.0,3.0,4.0,3.0,0.0,0.0,1.5
56.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,1.0,Female,3.0,1.0,Research Scientist,1.0,Married,2066.0,2.0,No,22.0,4.0,1.0,5.0,3.0,4.0,3.0,0.0,1.0,1.5
56.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,1.0,Female,3.0,1.0,Research Scientist,1.0,Married,2066.0,2.0,No,22.0,4.0,1.0,5.0,3.0,4.0,3.0,0.0,0.0,1.5
44.0,Travel_Rarely,Sales,5.0,3.0,Marketing,2.0,Male,3.0,5.0,Manager,2.0,Married,18213.0,7.0,No,11.0,3.0,1.0,26.0,5.0,3.0,22.0,10.0,1.0,6.0
44.0,Travel_Rarely,Sales,5.0,3.0,Marketing,2.0,Male,3.0,5.0,Manager,2.0,Married,18213.0,7.0,No,11.0,3.0,1.0,26.0,5.0,3.0,22.0,10.0,1.0,6.0
44.0,Travel_Rarely,Sales,5.0,3.0,Marketing,2.0,Male,3.0,5.0,Manager,2.0,Married,18213.0,7.0,No,11.0,3.0,1.0,26.0,5.0,3.0,22.0,10.0,0.0,6.0
31.0,Travel_Rarely,Research & Development,11.0,4.0,Life Sciences,4.0,Male,3.0,1.0,Research Scientist,4.0,Married,2356.0,3.0,Yes,19.0,2.0,1.0,8.0,2.0,3.0,6.0,2.0,1.0,2.0
31.0,Travel_Rarely,Research & Development,11.0,4.0,Life Sciences,4.0,Male,3.0,1.0,Research Scientist,4.0,Married,2356.0,3.0,Yes,19.0,2.0,1.0,8.0,2.0,3.0,6.0,2.0,0.0,2.0
31.0,Travel_Rarely,Research & Development,11.0,4.0,Life Sciences,4.0,Male,3.0,1.0,Research Scientist,4.0,Married,2356.0,3.0,Yes,19.0,2.0,1.0,8.0,2.0,3.0,6.0,2.0,1.0,2.0
46.0,Non-Travel,Research & Development,7.0,4.0,Medical,3.0,Female,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,2.0,No,14.0,3.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0
46.0,Non-Travel,Research & Development,7.0,4.0,Medical,3.0,Female,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,2.0,No,14.0,3.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0
46.0,Non-Travel,Research & Development,7.0,4.0,Medical,3.0,Female,3.0,2.0,Manufacturing Director,3.0,Married,5258.0,2.0,No,14.0,3.0,0.0,7.0,2.0,4.0,1.0,0.0,1.0,0.0
32.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,2.0,Male,3.0,2.0,Research Scientist,2.0,Married,6220.0,1.0,No,17.0,2.0,2.0,10.0,3.0,3.0,10.0,9.0,0.0,2.0
32.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,2.0,Male,3.0,2.0,Research Scientist,2.0,Married,6220.0,1.0,No,17.0,2.0,2.0,10.0,3.0,3.0,10.0,9.0,1.0,2.0
42.0,Travel_Rarely,Research & Development,29.0,3.0,Life Sciences,2.0,Male,3.0,2.0,Manufacturing Director,2.0,Married,4434.0,1.0,No,13.0,4.0,1.0,10.0,3.0,2.0,9.0,8.0,0.0,8.0
28.0,Travel_Rarely,Sales,9.0,4.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Single,5253.0,1.0,No,16.0,4.0,0.0,7.0,1.0,3.0,7.0,7.0,1.0,0.0
28.0,Travel_Rarely,Sales,9.0,4.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Single,5253.0,1.0,No,16.0,4.0,0.0,7.0,1.0,3.0,7.0,7.0,1.0,0.0
28.0,Travel_Rarely,Sales,9.0,4.0,Life Sciences,2.0,Male,3.0,2.0,Sales Executive,4.0,Single,5253.0,1.0,No,16.0,4.0,0.0,7.0,1.0,3.0,7.0,7.0,0.0,0.0
44.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,1.0,Female,2.0,3.0,Healthcare Representative,4.0,Married,10248.0,3.0,No,14.0,4.0,1.0,24.0,4.0,3.0,22.0,17.0,0.0,5.5
44.0,Travel_Rarely,Research & Development,7.0,4.0,Medical,1.0,Female,2.0,3.0,Healthcare Representative,4.0,Married,10248.0,3.0,No,14.0,4.0,1.0,24.0,4.0,3.0,22.0,17.0,0.0,5.5
36.0,Travel_Frequently,Sales,7.0,3.0,Marketing,1.0,Female,4.0,2.0,Sales Executive,1.0,Married,4639.0,2.0,No,16.0,4.0,1.0,17.0,2.0,2.0,15.0,13.0,1.0,6.5
36.0,Travel_Frequently,Sales,7.0,3.0,Marketing,1.0,Female,4.0,2.0,Sales Executive,1.0,Married,4639.0,2.0,No,16.0,4.0,1.0,17.0,2.0,2.0,15.0,13.0,1.0,6.5
36.0,Travel_Frequently,Sales,7.0,3.0,Marketing,1.0,Female,4.0,2.0,Sales Executive,1.0,Married,4639.0,2.0,No,16.0,4.0,1.0,17.0,2.0,2.0,15.0,13.0,1.0,6.5
29.0,Travel_Rarely,Sales,5.0,3.0,Medical,1.0,Male,2.0,2.0,Sales Executive,2.0,Divorced,4187.0,1.0,Yes,13.0,2.0,1.0,10.0,3.0,2.0,10.0,9.0,1.0,0.0
27.0,Non-Travel,Research & Development,8.0,5.0,Life Sciences,1.0,Male,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,1.0,No,19.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,2.0
27.0,Non-Travel,Research & Development,8.0,5.0,Life Sciences,1.0,Male,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,1.0,No,19.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,2.0
27.0,Non-Travel,Research & Development,8.0,5.0,Life Sciences,1.0,Male,1.0,1.0,Laboratory Technician,3.0,Married,4621.0,1.0,No,19.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0
29.0,Travel_Rarely,Research & Development,8.0,4.0,Other,2.0,Male,1.0,1.0,Laboratory Technician,1.0,Married,2119.0,1.0,Yes,11.0,4.0,0.0,7.0,4.0,2.0,7.0,7.0,1.0,0.0
31.0,Travel_Rarely,Research & Development,11.0,2.0,Medical,3.0,Male,3.0,2.0,Healthcare Representative,1.0,Married,6833.0,1.0,Yes,12.0,4.0,0.0,6.0,2.0,2.0,6.0,1.0,1.0,5.0
32.0,Travel_Frequently,Sales,8.0,3.0,Marketing,2.0,Female,3.0,3.0,Sales Executive,4.0,Single,8998.0,1.0,No,14.0,4.0,0.0,9.0,2.0,3.0,9.0,7.0,0.0,5.5
31.0,Travel_Rarely,Research & Development,20.0,3.0,Life Sciences,2.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,4197.0,1.0,No,11.0,1.0,1.0,10.0,2.0,3.0,10.0,2.0,0.0,8.0
31.0,Travel_Rarely,Research & Development,20.0,3.0,Life Sciences,2.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,4197.0,1.0,No,11.0,1.0,1.0,10.0,2.0,3.0,10.0,2.0,1.0,8.0
